label,county,state_abbr,state_name,fips,ers_region
"Carlton County, MN",Carlton County,MN,Minnesota,27017,Northern Crescent
"Caroline County, MD",Caroline County,MD,Maryland,24011,Southern Seaboard
"Caroline County, VA",Caroline County,VA,Virginia,51033,Southern Seaboard
"Carroll County, AR",Carroll County,AR,Arkansas,5015,Eastern Uplands
"Carroll County, GA",Carroll County,GA,Georgia,13045,Southern Seaboard
"Carroll County, IA",Carroll County,IA,Iowa,19027,Heartland
"Carroll County, IL",Carroll County,IL,Illinois,17015,Heartland
"Carroll County, IN",Carroll County,IN,Indiana,18015,Heartland
"Carroll County, KY",Carroll County,KY,Kentucky,21041,Eastern Uplands
"Carroll County, MD",Carroll County,MD,Maryland,24013,Northern Crescent
"Carroll County, MO",Carroll County,MO,Missouri,29033,Heartland
"Carroll County, MS",Carroll County,MS,Mississippi,28015,Mississippi Portal
"Carroll County, NH",Carroll County,NH,New Hampshire,33003,Northern Crescent
"Carroll County, OH",Carroll County,OH,Ohio,39019,Eastern Uplands
"Carroll County, TN",Carroll County,TN,Tennessee,47017,Mississippi Portal
"Carroll County, VA",Carroll County,VA,Virginia,51035,Eastern Uplands
"Carson City, NV",Carson City,NV,Nevada,32510,Basin and Range
"Carson County, TX",Carson County,TX,Texas,48065,Prairie Gateway
"Carter County, KY",Carter County,KY,Kentucky,21043,Eastern Uplands
"Carter County, MO",Carter County,MO,Missouri,29035,Eastern Uplands
"Carter County, MT",Carter County,MT,Montana,30011,Northern Great Plains
"Carter County, OK",Carter County,OK,Oklahoma,40019,Prairie Gateway
"Carter County, TN",Carter County,TN,Tennessee,47019,Eastern Uplands
"Carteret County, NC",Carteret County,NC,North Carolina,37031,Southern Seaboard
"Carver County, MN",Carver County,MN,Minnesota,27019,Northern Crescent
"Cascade County, MT",Cascade County,MT,Montana,30013,Basin and Range
"Casey County, KY",Casey County,KY,Kentucky,21045,Eastern Uplands
"Cass County, IA",Cass County,IA,Iowa,19029,Heartland
"Cass County, IL",Cass County,IL,Illinois,17017,Heartland
"Cass County, IN",Cass County,IN,Indiana,18017,Heartland
"Cass County, MI",Cass County,MI,Michigan,26027,Northern Crescent
"Cass County, MN",Cass County,MN,Minnesota,27021,Northern Crescent
"Cass County, MO",Cass County,MO,Missouri,29037,Heartland
"Cass County, ND",Cass County,ND,North Dakota,38017,Northern Great Plains
"Cass County, NE",Cass County,NE,Nebraska,31025,Heartland
"Cass County, TX",Cass County,TX,Texas,48067,Southern Seaboard
"Cassia County, ID",Cassia County,ID,Idaho,16031,Fruitful Rim
"Castro County, TX",Castro County,TX,Texas,48069,Prairie Gateway
"Caswell County, NC",Caswell County,NC,North Carolina,37033,Southern Seaboard
"Catahoula Parish, LA",Catahoula Parish,LA,Louisiana,22025,Mississippi Portal
"Catawba County, NC",Catawba County,NC,North Carolina,37035,Southern Seaboard
"Catoosa County, GA",Catoosa County,GA,Georgia,13047,Eastern Uplands
"Catron County, NM",Catron County,NM,New Mexico,35003,Basin and Range
"Cattaraugus County, NY",Cattaraugus County,NY,New York,36009,Northern Crescent
"Cavalier County, ND",Cavalier County,ND,North Dakota,38019,Northern Great Plains
"Cayuga County, NY",Cayuga County,NY,New York,36011,Northern Crescent
"Cecil County, MD",Cecil County,MD,Maryland,24015,Southern Seaboard
"Cedar County, IA",Cedar County,IA,Iowa,19031,Heartland
"Cedar County, MO",Cedar County,MO,Missouri,29039,Heartland
"Cedar County, NE",Cedar County,NE,Nebraska,31027,Heartland
"Centre County, PA",Centre County,PA,Pennsylvania,42027,Northern Crescent
"Cerro Gordo County, IA",Cerro Gordo County,IA,Iowa,19033,Heartland
"Chaffee County, CO",Chaffee County,CO,Colorado,8015,Basin and Range
"Chambers County, AL",Chambers County,AL,Alabama,1017,Southern Seaboard
"Chambers County, TX",Chambers County,TX,Texas,48071,Fruitful Rim
"Champaign County, IL",Champaign County,IL,Illinois,17019,Heartland
"Champaign County, OH",Champaign County,OH,Ohio,39021,Heartland
"Chariton County, MO",Chariton County,MO,Missouri,29041,Heartland
"Charles City County, VA",Charles City County,VA,Virginia,51036,Southern Seaboard
"Charles County, MD",Charles County,MD,Maryland,24017,Southern Seaboard
"Charles Mix County, SD",Charles Mix County,SD,South Dakota,46023,Heartland
"Charleston County, SC",Charleston County,SC,South Carolina,45019,Fruitful Rim
"Charlevoix County, MI",Charlevoix County,MI,Michigan,26029,Northern Crescent
"Charlotte County, FL",Charlotte County,FL,Florida,12015,Fruitful Rim
"Charlotte County, VA",Charlotte County,VA,Virginia,51037,Southern Seaboard
"Charlottesville City, VA",Charlottesville City,VA,Virginia,51540,Southern Seaboard
"Charlton County, GA",Charlton County,GA,Georgia,13049,Fruitful Rim
"Chase County, KS",Chase County,KS,Kansas,20017,Prairie Gateway
"Chase County, NE",Chase County,NE,Nebraska,31029,Prairie Gateway
"Chatham County, GA",Chatham County,GA,Georgia,13051,Fruitful Rim
"Chatham County, NC",Chatham County,NC,North Carolina,37037,Southern Seaboard
"Chattahoochee County, GA",Chattahoochee County,GA,Georgia,13053,Southern Seaboard
"Chattooga County, GA",Chattooga County,GA,Georgia,13055,Eastern Uplands
"Chautauqua County, KS",Chautauqua County,KS,Kansas,20019,Prairie Gateway
"Chautauqua County, NY",Chautauqua County,NY,New York,36013,Northern Crescent
"Chaves County, NM",Chaves County,NM,New Mexico,35005,Prairie Gateway
"Cheatham County, TN",Cheatham County,TN,Tennessee,47021,Mississippi Portal
"Cheboygan County, MI",Cheboygan County,MI,Michigan,26031,Northern Crescent
"Chelan County, WA",Chelan County,WA,Washington,53007,Fruitful Rim
"Chemung County, NY",Chemung County,NY,New York,36015,Northern Crescent
"Chenango County, NY",Chenango County,NY,New York,36017,Northern Crescent
"Cherokee County, AL",Cherokee County,AL,Alabama,1019,Eastern Uplands
"Cherokee County, GA",Cherokee County,GA,Georgia,13057,Southern Seaboard
"Cherokee County, IA",Cherokee County,IA,Iowa,19035,Heartland
"Cherokee County, KS",Cherokee County,KS,Kansas,20021,Prairie Gateway
"Cherokee County, NC",Cherokee County,NC,North Carolina,37039,Eastern Uplands
"Cherokee County, OK",Cherokee County,OK,Oklahoma,40021,Eastern Uplands
"Cherokee County, SC",Cherokee County,SC,South Carolina,45021,Southern Seaboard
"Cherokee County, TX",Cherokee County,TX,Texas,48073,Southern Seaboard
"Cherry County, NE",Cherry County,NE,Nebraska,31031,Northern Great Plains
"Chesapeake City, VA",Chesapeake City,VA,Virginia,51550,Southern Seaboard
"Cheshire County, NH",Cheshire County,NH,New Hampshire,33005,Northern Crescent
"Chester County, PA",Chester County,PA,Pennsylvania,42029,Northern Crescent
"Chester County, SC",Chester County,SC,South Carolina,45023,Southern Seaboard
"Chester County, TN",Chester County,TN,Tennessee,47023,Mississippi Portal
"Chesterfield County, SC",Chesterfield County,SC,South Carolina,45025,Southern Seaboard
"Chesterfield County, VA",Chesterfield County,VA,Virginia,51041,Southern Seaboard
"Cheyenne County, CO",Cheyenne County,CO,Colorado,8017,Prairie Gateway
"Cheyenne County, KS",Cheyenne County,KS,Kansas,20023,Prairie Gateway
"Cheyenne County, NE",Cheyenne County,NE,Nebraska,31033,Northern Great Plains
"Chickasaw County, IA",Chickasaw County,IA,Iowa,19037,Heartland
"Chickasaw County, MS",Chickasaw County,MS,Mississippi,28017,Mississippi Portal
"Chicot County, AR",Chicot County,AR,Arkansas,5017,Mississippi Portal
"Childress County, TX",Childress County,TX,Texas,48075,Prairie Gateway
"Chilton County, AL",Chilton County,AL,Alabama,1021,Eastern Uplands
"Chippewa County, MI",Chippewa County,MI,Michigan,26033,Northern Crescent
"Chippewa County, MN",Chippewa County,MN,Minnesota,27023,Heartland
"Chippewa County, WI",Chippewa County,WI,Wisconsin,55017,Northern Crescent
"Chisago County, MN",Chisago County,MN,Minnesota,27025,Northern Crescent
"Chittenden County, VT",Chittenden County,VT,Vermont,50007,Northern Crescent
"Choctaw County, AL",Choctaw County,AL,Alabama,1023,Southern Seaboard
"Choctaw County, MS",Choctaw County,MS,Mississippi,28019,Mississippi Portal
"Choctaw County, OK",Choctaw County,OK,Oklahoma,40023,Eastern Uplands
"Chouteau County, MT",Chouteau County,MT,Montana,30015,Northern Great Plains
"Chowan County, NC",Chowan County,NC,North Carolina,37041,Southern Seaboard
"Christian County, IL",Christian County,IL,Illinois,17021,Heartland
"Christian County, KY",Christian County,KY,Kentucky,21047,Heartland
"Christian County, MO",Christian County,MO,Missouri,29043,Eastern Uplands
"Chugach Census Area, AK",Chugach Census Area,AK,Alaska,2063,
"Churchill County, NV",Churchill County,NV,Nevada,32001,Basin and Range
"Cibola County, NM",Cibola County,NM,New Mexico,35006,Basin and Range
"Cimarron County, OK",Cimarron County,OK,Oklahoma,40025,Prairie Gateway
"Citrus County, FL",Citrus County,FL,Florida,12017,Fruitful Rim
"Clackamas County, OR",Clackamas County,OR,Oregon,41005,Fruitful Rim
"Claiborne County, MS",Claiborne County,MS,Mississippi,28021,Mississippi Portal
"Claiborne County, TN",Claiborne County,TN,Tennessee,47025,Eastern Uplands
"Claiborne Parish, LA",Claiborne Parish,LA,Louisiana,22027,Southern Seaboard
"Clallam County, WA",Clallam County,WA,Washington,53009,Fruitful Rim
"Clare County, MI",Clare County,MI,Michigan,26035,Northern Crescent
"Clarendon County, SC",Clarendon County,SC,South Carolina,45027,Southern Seaboard
"Clarion County, PA",Clarion County,PA,Pennsylvania,42031,Eastern Uplands
"Clark County, AR",Clark County,AR,Arkansas,5019,Southern Seaboard
"Clark County, ID",Clark County,ID,Idaho,16033,Fruitful Rim
"Clark County, IL",Clark County,IL,Illinois,17023,Heartland
"Clark County, IN",Clark County,IN,Indiana,18019,Heartland
"Clark County, KS",Clark County,KS,Kansas,20025,Prairie Gateway
"Clark County, KY",Clark County,KY,Kentucky,21049,Eastern Uplands
"Clark County, MO",Clark County,MO,Missouri,29045,Heartland
"Clark County, NV",Clark County,NV,Nevada,32003,Basin and Range
"Clark County, OH",Clark County,OH,Ohio,39023,Heartland
"Clark County, SD",Clark County,SD,South Dakota,46025,Northern Great Plains
"Clark County, WA",Clark County,WA,Washington,53011,Fruitful Rim
"Clark County, WI",Clark County,WI,Wisconsin,55019,Northern Crescent
"Clarke County, AL",Clarke County,AL,Alabama,1025,Southern Seaboard
"Clarke County, GA",Clarke County,GA,Georgia,13059,Southern Seaboard
"Clarke County, IA",Clarke County,IA,Iowa,19039,Heartland
"Clarke County, MS",Clarke County,MS,Mississippi,28023,Southern Seaboard
"Clarke County, VA",Clarke County,VA,Virginia,51043,Southern Seaboard
"Clatsop County, OR",Clatsop County,OR,Oregon,41007,Fruitful Rim
"Clay County, AL",Clay County,AL,Alabama,1027,Southern Seaboard
"Clay County, AR",Clay County,AR,Arkansas,5021,Mississippi Portal
"Clay County, FL",Clay County,FL,Florida,12019,Fruitful Rim
"Clay County, GA",Clay County,GA,Georgia,13061,Southern Seaboard
"Clay County, IA",Clay County,IA,Iowa,19041,Heartland
"Clay County, IL",Clay County,IL,Illinois,17025,Heartland
"Clay County, IN",Clay County,IN,Indiana,18021,Heartland
"Clay County, KS",Clay County,KS,Kansas,20027,Prairie Gateway
"Clay County, KY",Clay County,KY,Kentucky,21051,Eastern Uplands
"Clay County, MN",Clay County,MN,Minnesota,27027,Northern Great Plains
"Clay County, MO",Clay County,MO,Missouri,29047,Heartland
"Clay County, MS",Clay County,MS,Mississippi,28025,Mississippi Portal
"Clay County, NC",Clay County,NC,North Carolina,37043,Eastern Uplands
"Clay County, NE",Clay County,NE,Nebraska,31035,Prairie Gateway
"Clay County, SD",Clay County,SD,South Dakota,46027,Heartland
"Clay County, TN",Clay County,TN,Tennessee,47027,Eastern Uplands
"Clay County, TX",Clay County,TX,Texas,48077,Prairie Gateway
"Clay County, WV",Clay County,WV,West Virginia,54015,Eastern Uplands
"Clayton County, GA",Clayton County,GA,Georgia,13063,Southern Seaboard
"Clayton County, IA",Clayton County,IA,Iowa,19043,Heartland
"Clear Creek County, CO",Clear Creek County,CO,Colorado,8019,Basin and Range
"Clearfield County, PA",Clearfield County,PA,Pennsylvania,42033,Northern Crescent
"Clearwater County, ID",Clearwater County,ID,Idaho,16035,Basin and Range
"Clearwater County, MN",Clearwater County,MN,Minnesota,27029,Northern Great Plains
"Cleburne County, AL",Cleburne County,AL,Alabama,1029,Eastern Uplands
"Cleburne County, AR",Cleburne County,AR,Arkansas,5023,Eastern Uplands
"Clermont County, OH",Clermont County,OH,Ohio,39025,Heartland
"Cleveland County, AR",Cleveland County,AR,Arkansas,5025,Southern Seaboard
"Cleveland County, NC",Cleveland County,NC,North Carolina,37045,Southern Seaboard
"Cleveland County, OK",Cleveland County,OK,Oklahoma,40027,Prairie Gateway
"Clinch County, GA",Clinch County,GA,Georgia,13065,Southern Seaboard
"Clinton County, IA",Clinton County,IA,Iowa,19045,Heartland
"Clinton County, IL",Clinton County,IL,Illinois,17027,Heartland
"Clinton County, IN",Clinton County,IN,Indiana,18023,Heartland
"Clinton County, KY",Clinton County,KY,Kentucky,21053,Eastern Uplands
"Clinton County, MI",Clinton County,MI,Michigan,26037,Northern Crescent
"Clinton County, MO",Clinton County,MO,Missouri,29049,Heartland
"Clinton County, NY",Clinton County,NY,New York,36019,Northern Crescent
"Clinton County, OH",Clinton County,OH,Ohio,39027,Heartland
"Clinton County, PA",Clinton County,PA,Pennsylvania,42035,Northern Crescent
"Cloud County, KS",Cloud County,KS,Kansas,20029,Prairie Gateway
"Coahoma County, MS",Coahoma County,MS,Mississippi,28027,Mississippi Portal
"Coal County, OK",Coal County,OK,Oklahoma,40029,Prairie Gateway
"Cobb County, GA",Cobb County,GA,Georgia,13067,Southern Seaboard
"Cochise County, AZ",Cochise County,AZ,Arizona,4003,Fruitful Rim
"Cochran County, TX",Cochran County,TX,Texas,48079,Prairie Gateway
"Cocke County, TN",Cocke County,TN,Tennessee,47029,Eastern Uplands
"Coconino County, AZ",Coconino County,AZ,Arizona,4005,Fruitful Rim
"Codington County, SD",Codington County,SD,South Dakota,46029,Northern Great Plains
"Coffee County, AL",Coffee County,AL,Alabama,1031,Southern Seaboard
"Coffee County, GA",Coffee County,GA,Georgia,13069,Southern Seaboard
"Coffee County, TN",Coffee County,TN,Tennessee,47031,Eastern Uplands
"Coffey County, KS",Coffey County,KS,Kansas,20031,Prairie Gateway
"Coke County, TX",Coke County,TX,Texas,48081,Prairie Gateway
"Colbert County, AL",Colbert County,AL,Alabama,1033,Southern Seaboard
"Cole County, MO",Cole County,MO,Missouri,29051,Heartland
"Coleman County, TX",Coleman County,TX,Texas,48083,Prairie Gateway
"Coles County, IL",Coles County,IL,Illinois,17029,Heartland
"Colfax County, NE",Colfax County,NE,Nebraska,31037,Heartland
"Colfax County, NM",Colfax County,NM,New Mexico,35007,Prairie Gateway
"Colleton County, SC",Colleton County,SC,South Carolina,45029,Fruitful Rim
"Collier County, FL",Collier County,FL,Florida,12021,Fruitful Rim
"Collin County, TX",Collin County,TX,Texas,48085,Prairie Gateway
"Collingsworth County, TX",Collingsworth County,TX,Texas,48087,Prairie Gateway
"Colonial Heights City, VA",Colonial Heights City,VA,Virginia,51570,Southern Seaboard
"Colorado County, TX",Colorado County,TX,Texas,48089,Prairie Gateway
"Colquitt County, GA",Colquitt County,GA,Georgia,13071,Southern Seaboard
"Columbia County, AR",Columbia County,AR,Arkansas,5027,Southern Seaboard
"Columbia County, FL",Columbia County,FL,Florida,12023,Fruitful Rim
"Columbia County, GA",Columbia County,GA,Georgia,13073,Southern Seaboard
"Columbia County, NY",Columbia County,NY,New York,36021,Northern Crescent
"Columbia County, OR",Columbia County,OR,Oregon,41009,Fruitful Rim
"Columbia County, PA",Columbia County,PA,Pennsylvania,42037,Northern Crescent
"Columbia County, WA",Columbia County,WA,Washington,53013,Basin and Range
"Columbia County, WI",Columbia County,WI,Wisconsin,55021,Northern Crescent
"Columbiana County, OH",Columbiana County,OH,Ohio,39029,Northern Crescent
"Columbus County, NC",Columbus County,NC,North Carolina,37047,Southern Seaboard
"Colusa County, CA",Colusa County,CA,California,6011,Fruitful Rim
"Comal County, TX",Comal County,TX,Texas,48091,Prairie Gateway
"Comanche County, KS",Comanche County,KS,Kansas,20033,Prairie Gateway
"Comanche County, OK",Comanche County,OK,Oklahoma,40031,Prairie Gateway
"Comanche County, TX",Comanche County,TX,Texas,48093,Prairie Gateway
"Concho County, TX",Concho County,TX,Texas,48095,Prairie Gateway
"Concordia Parish, LA",Concordia Parish,LA,Louisiana,22029,Mississippi Portal
"Conecuh County, AL",Conecuh County,AL,Alabama,1035,Southern Seaboard
"Conejos County, CO",Conejos County,CO,Colorado,8021,Basin and Range
"Contra Costa County, CA",Contra Costa County,CA,California,6013,Fruitful Rim
"Converse County, WY",Converse County,WY,Wyoming,56009,Northern Great Plains
"Conway County, AR",Conway County,AR,Arkansas,5029,Eastern Uplands
"Cook County, GA",Cook County,GA,Georgia,13075,Southern Seaboard
"Cook County, IL",Cook County,IL,Illinois,17031,Heartland
"Cook County, MN",Cook County,MN,Minnesota,27031,Northern Crescent
"Cooke County, TX",Cooke County,TX,Texas,48097,Prairie Gateway
"Cooper County, MO",Cooper County,MO,Missouri,29053,Heartland
"Coos County, NH",Coos County,NH,New Hampshire,33007,Northern Crescent
"Coos County, OR",Coos County,OR,Oregon,41011,Fruitful Rim
"Coosa County, AL",Coosa County,AL,Alabama,1037,Southern Seaboard
"Copiah County, MS",Copiah County,MS,Mississippi,28029,Mississippi Portal
